hour,minute,2023-12-01,2023-12-02,2023-12-03,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-09,2023-12-10,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-16,2023-12-17,2023-12-18,2023-12-19,2023-12-20,2023-12-21
0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
0,1,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
0,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
0,3,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
0,4,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
0,5,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
0,6,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
2,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2
2,40,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,41,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,42,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,43,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,44,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,45,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,46,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,47,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,48,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,49,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,50,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,51,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,52,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2
2,53,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,54,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,55,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,56,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,57,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,58,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
2,59,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2
3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,11,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,12,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,14,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,15,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,16,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,17,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,18,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,19,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,20,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,21,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,22,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,23,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,24,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,25,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,26,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,27,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,28,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,29,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,30,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,31,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,32,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,33,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,34,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,35,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,36,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,37,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,38,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,39,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,40,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,41,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,42,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,43,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,44,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,45,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,46,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,47,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,48,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,49,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,50,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,51,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,52,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,53,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,54,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,55,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,56,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,57,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,58,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
3,59,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2
4,5,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,6,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,7,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,8,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,9,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,10,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,11,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,12,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,13,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,14,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,15,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,16,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,17,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,18,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,19,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,20,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,21,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,22,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,23,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,24,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,25,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,26,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,27,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,28,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,29,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,30,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,31,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,32,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,33,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,34,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,35,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,36,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,37,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,38,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,39,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,40,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,41,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,42,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,43,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,44,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,45,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
4,46,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
